freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.648e+01,3.353e+01,2.144e+02,2.644e+02
1.6,2.781e+01,6.718e+01,1.342e+02,2.292e+02
3.2,2.724e+01,5.968e+01,4.029e+01,1.272e+02
4.8,2.941e+01,6.996e+01,3.770e+02,4.763e+02
6.4,2.855e+01,7.879e+01,1.219e+03,1.326e+03
8.0,3.006e+01,7.376e+01,2.089e+03,2.193e+03
9.6,4.160e+01,9.270e+01,3.167e+03,3.301e+03
11.2,5.994e+01,9.899e+01,4.287e+03,4.446e+03
12.7,4.851e+01,9.007e+01,5.657e+03,5.796e+03
14.3,6.301e+01,9.207e+01,6.179e+03,6.334e+03
15.9,6.778e+01,8.728e+01,5.558e+03,5.713e+03
17.5,5.026e+01,8.763e+01,5.625e+03,5.763e+03
19.1,4.263e+01,6.604e+01,7.357e+03,7.465e+03
20.7,5.644e+01,7.711e+01,9.552e+03,9.685e+03
22.3,7.192e+01,9.496e+01,1.098e+04,1.115e+04
23.9,7.964e+01,8.585e+01,1.353e+04,1.369e+04
25.5,8.714e+01,8.574e+01,1.720e+04,1.737e+04
27.1,1.009e+02,9.122e+01,2.096e+04,2.115e+04
28.7,1.138e+02,8.841e+01,2.483e+04,2.503e+04
30.3,1.305e+02,9.029e+01,2.977e+04,2.999e+04
31.9,1.449e+02,9.697e+01,3.663e+04,3.687e+04
33.5,1.536e+02,1.430e+02,4.699e+04,4.728e+04
35.0,1.382e+02,2.742e+02,6.174e+04,6.215e+04
36.6,1.375e+02,5.420e+02,7.601e+04,7.669e+04
38.2,3.336e+02,1.081e+03,9.652e+04,9.794e+04
39.8,8.288e+02,2.030e+03,1.249e+05,1.278e+05
41.4,1.514e+03,3.569e+03,1.541e+05,1.592e+05
43.0,1.972e+03,5.000e+03,1.603e+05,1.673e+05
44.6,2.645e+03,6.202e+03,1.421e+05,1.509e+05
46.2,3.580e+03,7.345e+03,1.215e+05,1.324e+05
47.8,4.428e+03,8.005e+03,9.929e+04,1.117e+05
49.4,5.080e+03,7.957e+03,7.387e+04,8.691e+04
51.0,5.698e+03,7.923e+03,5.916e+04,7.278e+04
52.6,6.752e+03,8.677e+03,5.755e+04,7.298e+04
54.2,8.051e+03,9.992e+03,5.992e+04,7.796e+04
55.8,9.335e+03,1.146e+04,6.601e+04,8.680e+04
57.3,1.087e+04,1.251e+04,7.413e+04,9.750e+04
58.9,1.249e+04,1.284e+04,8.962e+04,1.149e+05
60.5,1.512e+04,1.277e+04,1.219e+05,1.498e+05
62.1,1.858e+04,1.204e+04,1.683e+05,1.989e+05
