freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.145e+01,1.483e+01,3.676e+02,4.038e+02
1.6,2.516e+01,5.829e+01,2.268e+02,3.103e+02
3.1,2.071e+01,5.626e+01,3.249e+01,1.095e+02
4.7,2.211e+01,5.721e+01,3.765e+02,4.558e+02
6.2,2.255e+01,6.584e+01,1.331e+03,1.419e+03
7.8,2.240e+01,7.338e+01,2.270e+03,2.366e+03
9.3,2.483e+01,7.316e+01,3.511e+03,3.609e+03
10.9,4.923e+01,6.285e+01,4.876e+03,4.988e+03
12.4,1.216e+02,7.057e+01,5.665e+03,5.858e+03
14.0,1.586e+02,8.249e+01,5.761e+03,6.002e+03
15.5,1.045e+02,7.838e+01,5.075e+03,5.258e+03
17.1,5.340e+01,8.033e+01,5.149e+03,5.283e+03
18.7,4.848e+01,8.222e+01,6.594e+03,6.725e+03
20.2,5.266e+01,8.851e+01,8.338e+03,8.480e+03
21.8,5.017e+01,9.190e+01,1.029e+04,1.043e+04
23.3,6.478e+01,8.695e+01,1.330e+04,1.345e+04
24.9,8.773e+01,7.905e+01,1.645e+04,1.662e+04
26.4,1.238e+02,7.688e+01,1.957e+04,1.977e+04
28.0,1.383e+02,7.621e+01,2.317e+04,2.338e+04
29.5,1.372e+02,7.562e+01,2.760e+04,2.781e+04
31.1,1.722e+02,7.842e+01,3.414e+04,3.439e+04
32.6,2.864e+02,8.043e+01,4.131e+04,4.167e+04
34.2,5.872e+02,7.104e+01,4.961e+04,5.027e+04
35.8,9.461e+02,9.579e+01,5.811e+04,5.915e+04
37.3,1.040e+03,1.417e+02,6.852e+04,6.971e+04
38.9,8.602e+02,1.807e+02,8.311e+04,8.415e+04
40.4,7.507e+02,2.067e+02,1.094e+05,1.103e+05
42.0,8.499e+02,2.983e+02,1.246e+05,1.257e+05
43.5,1.193e+03,2.481e+02,1.265e+05,1.279e+05
45.1,1.957e+03,1.427e+02,1.843e+05,1.864e+05
46.6,3.138e+03,1.100e+02,2.729e+05,2.761e+05
48.2,4.975e+03,2.241e+02,3.682e+05,3.734e+05
49.7,6.771e+03,8.118e+02,4.804e+05,4.880e+05
51.3,9.199e+03,2.693e+03,6.973e+05,7.092e+05
52.9,1.600e+04,7.293e+03,1.126e+06,1.150e+06
54.4,1.520e+04,1.357e+04,1.574e+06,1.602e+06
56.0,8.506e+03,1.787e+04,1.715e+06,1.741e+06
57.5,9.436e+03,1.593e+04,1.326e+06,1.351e+06
59.1,1.054e+04,1.320e+04,9.110e+05,9.348e+05
60.6,1.704e+04,1.309e+04,6.474e+05,6.775e+05
62.2,3.204e+04,1.622e+04,5.137e+05,5.620e+05
63.7,4.270e+04,2.193e+04,4.537e+05,5.184e+05
65.3,5.091e+04,2.917e+04,3.947e+05,4.748e+05
66.8,7.304e+04,3.511e+04,2.977e+05,4.058e+05
68.4,9.969e+04,3.839e+04,1.982e+05,3.363e+05
70.0,1.022e+05,3.556e+04,1.245e+05,2.623e+05
71.5,8.607e+04,2.782e+04,8.178e+04,1.957e+05
73.1,6.942e+04,2.077e+04,6.966e+04,1.599e+05
74.6,5.439e+04,1.559e+04,6.743e+04,1.374e+05
76.2,4.211e+04,1.193e+04,6.279e+04,1.168e+05
77.7,3.415e+04,9.454e+03,5.646e+04,1.001e+05
79.3,2.887e+04,7.769e+03,4.960e+04,8.624e+04
80.8,2.339e+04,6.353e+03,4.257e+04,7.231e+04
82.4,1.887e+04,5.088e+03,3.677e+04,6.074e+04
83.9,1.603e+04,4.169e+03,3.392e+04,5.412e+04
85.5,1.390e+04,3.453e+03,3.143e+04,4.878e+04
87.1,1.194e+04,2.859e+03,2.960e+04,4.440e+04
88.6,1.009e+04,2.311e+03,2.904e+04,4.143e+04
90.2,8.775e+03,1.825e+03,2.929e+04,3.989e+04
91.7,8.165e+03,1.446e+03,2.974e+04,3.935e+04
93.3,8.234e+03,1.207e+03,3.002e+04,3.947e+04
94.8,8.498e+03,1.042e+03,2.989e+04,3.943e+04
96.4,8.708e+03,9.473e+02,2.932e+04,3.898e+04
97.9,8.606e+03,8.539e+02,2.917e+04,3.863e+04
99.5,8.352e+03,7.044e+02,2.899e+04,3.805e+04
101.0,7.881e+03,5.367e+02,2.898e+04,3.740e+04
102.6,7.140e+03,3.859e+02,2.861e+04,3.614e+04
104.2,6.035e+03,2.747e+02,2.632e+04,3.263e+04
105.7,4.729e+03,1.867e+02,2.339e+04,2.831e+04
107.3,4.369e+03,1.686e+02,2.283e+04,2.736e+04
108.8,5.984e+03,1.696e+02,2.438e+04,3.053e+04
110.4,6.670e+03,1.322e+02,2.597e+04,3.277e+04
111.9,5.399e+03,1.256e+02,2.625e+04,3.178e+04
113.5,4.385e+03,1.231e+02,2.608e+04,3.059e+04
115.0,3.742e+03,8.826e+01,2.327e+04,2.710e+04
116.6,3.176e+03,9.271e+01,2.225e+04,2.551e+04
118.1,3.103e+03,1.195e+02,2.463e+04,2.785e+04
119.7,4.080e+03,1.334e+02,2.649e+04,3.070e+04
121.3,4.578e+03,1.759e+02,2.720e+04,3.196e+04
122.8,4.428e+03,2.993e+02,2.725e+04,3.198e+04
124.4,4.386e+03,4.275e+02,2.695e+04,3.176e+04
125.9,4.592e+03,4.352e+02,2.580e+04,3.082e+04
127.5,5.014e+03,3.290e+02,2.428e+04,2.962e+04
129.0,5.905e+03,3.046e+02,2.332e+04,2.953e+04
130.6,6.947e+03,3.209e+02,2.340e+04,3.066e+04
132.1,6.632e+03,4.290e+02,1.977e+04,2.683e+04
133.7,5.187e+03,5.372e+02,6.439e+03,1.216e+04
135.2,5.701e+03,7.687e+02,2.679e+03,9.149e+03
136.8,6.442e+03,8.606e+02,2.915e+03,1.022e+04
138.4,7.230e+03,9.388e+02,2.751e+03,1.092e+04
139.9,8.146e+03,9.279e+02,2.331e+03,1.141e+04
141.5,8.834e+03,1.012e+03,2.046e+03,1.189e+04
143.0,8.496e+03,1.073e+03,2.114e+03,1.168e+04
144.6,8.115e+03,1.063e+03,2.224e+03,1.140e+04
146.1,7.889e+03,1.184e+03,2.318e+03,1.139e+04
147.7,7.689e+03,1.136e+03,2.383e+03,1.121e+04
149.2,7.225e+03,1.062e+03,2.380e+03,1.067e+04
150.8,6.638e+03,9.197e+02,2.362e+03,9.920e+03
152.3,6.055e+03,7.514e+02,2.153e+03,8.959e+03
153.9,5.556e+03,5.945e+02,1.870e+03,8.020e+03
155.5,4.949e+03,4.439e+02,1.659e+03,7.052e+03
157.0,4.124e+03,3.520e+02,1.458e+03,5.934e+03
158.6,3.274e+03,3.027e+02,1.259e+03,4.835e+03
160.1,3.021e+03,2.842e+02,1.134e+03,4.439e+03
161.7,3.187e+03,3.931e+02,1.115e+03,4.695e+03
163.2,2.657e+03,5.287e+02,1.261e+03,4.446e+03
164.8,1.751e+03,6.435e+02,1.397e+03,3.792e+03
166.3,1.316e+03,7.940e+02,1.742e+03,3.853e+03
167.9,1.072e+03,1.057e+03,2.267e+03,4.395e+03
169.4,1.035e+03,1.368e+03,2.813e+03,5.216e+03
171.0,1.491e+03,1.487e+03,3.253e+03,6.231e+03
172.6,2.028e+03,1.676e+03,3.911e+03,7.614e+03
174.1,2.116e+03,1.819e+03,3.896e+03,7.830e+03
175.7,1.919e+03,1.857e+03,3.632e+03,7.408e+03
177.2,1.737e+03,1.930e+03,3.319e+03,6.986e+03
178.8,1.616e+03,2.086e+03,3.044e+03,6.746e+03
180.3,1.367e+03,2.265e+03,2.993e+03,6.624e+03
181.9,1.151e+03,2.602e+03,2.892e+03,6.644e+03
183.4,1.226e+03,2.732e+03,2.630e+03,6.588e+03
185.0,1.279e+03,2.695e+03,2.194e+03,6.169e+03
186.5,1.323e+03,2.294e+03,1.631e+03,5.248e+03
188.1,1.553e+03,1.883e+03,1.148e+03,4.584e+03
189.7,1.772e+03,1.596e+03,9.264e+02,4.294e+03
191.2,1.892e+03,1.631e+03,9.211e+02,4.444e+03
192.8,1.899e+03,1.387e+03,9.370e+02,4.223e+03
194.3,1.998e+03,1.250e+03,1.116e+03,4.365e+03
195.9,2.195e+03,1.069e+03,1.208e+03,4.471e+03
197.4,1.978e+03,6.595e+02,9.995e+02,3.637e+03
199.0,1.633e+03,5.979e+02,1.187e+03,3.418e+03
