freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.288e+02,1.164e+01,8.752e+00,4.492e+02
1.6,2.549e+02,6.205e+01,2.297e+01,3.400e+02
3.1,2.802e+01,5.724e+01,2.427e+01,1.095e+02
4.7,3.248e+02,5.084e+01,2.610e+01,4.017e+02
6.2,1.151e+03,5.899e+01,2.660e+01,1.236e+03
7.8,1.938e+03,6.489e+01,2.534e+01,2.028e+03
9.3,2.935e+03,6.489e+01,2.829e+01,3.028e+03
10.9,3.981e+03,6.426e+01,4.576e+01,4.091e+03
12.4,4.563e+03,7.085e+01,8.042e+01,4.714e+03
14.0,4.622e+03,6.875e+01,9.203e+01,4.783e+03
15.5,4.760e+03,6.679e+01,6.483e+01,4.891e+03
17.1,5.539e+03,7.007e+01,4.454e+01,5.654e+03
18.7,6.923e+03,7.475e+01,4.551e+01,7.043e+03
20.2,8.402e+03,7.164e+01,4.917e+01,8.523e+03
21.8,1.011e+04,7.533e+01,4.286e+01,1.023e+04
23.3,1.204e+04,7.749e+01,4.761e+01,1.216e+04
24.9,1.412e+04,8.067e+01,6.805e+01,1.427e+04
26.4,1.653e+04,7.510e+01,1.029e+02,1.671e+04
28.0,1.912e+04,7.596e+01,1.220e+02,1.932e+04
29.5,2.234e+04,7.329e+01,1.412e+02,2.255e+04
31.1,2.646e+04,8.196e+01,1.999e+02,2.674e+04
32.6,3.137e+04,8.753e+01,3.096e+02,3.176e+04
34.2,3.787e+04,9.988e+01,5.573e+02,3.853e+04
35.8,4.184e+04,1.054e+02,8.094e+02,4.275e+04
37.3,4.604e+04,9.628e+01,9.232e+02,4.706e+04
38.9,5.097e+04,9.840e+01,9.936e+02,5.206e+04
40.4,5.704e+04,1.077e+02,1.062e+03,5.821e+04
42.0,6.659e+04,9.831e+01,1.130e+03,6.782e+04
43.5,7.770e+04,9.929e+01,7.751e+02,7.858e+04
45.1,9.230e+04,1.183e+02,7.368e+02,9.315e+04
46.6,1.169e+05,1.482e+02,1.404e+03,1.184e+05
48.2,1.444e+05,1.822e+02,2.225e+03,1.468e+05
49.7,1.679e+05,2.131e+02,2.764e+03,1.709e+05
51.3,2.046e+05,2.654e+02,3.580e+03,2.084e+05
52.9,2.641e+05,3.984e+02,6.627e+03,2.712e+05
54.4,2.922e+05,4.269e+02,9.860e+03,3.025e+05
56.0,3.400e+05,2.130e+02,7.405e+03,3.476e+05
57.5,4.722e+05,1.877e+02,1.291e+04,4.853e+05
59.1,6.400e+05,1.642e+02,1.949e+04,6.596e+05
60.6,8.738e+05,2.029e+02,1.730e+04,8.913e+05
62.2,1.189e+06,3.650e+02,1.221e+04,1.201e+06
63.7,1.517e+06,6.349e+02,5.941e+03,1.524e+06
65.3,1.739e+06,8.708e+02,4.878e+03,1.745e+06
66.8,1.751e+06,1.089e+03,7.925e+03,1.760e+06
68.4,1.738e+06,1.506e+03,1.015e+04,1.750e+06
70.0,1.648e+06,1.426e+03,1.067e+04,1.660e+06
71.5,1.346e+06,1.018e+03,1.034e+04,1.357e+06
73.1,8.361e+05,4.694e+02,9.419e+03,8.460e+05
74.6,5.041e+05,1.928e+02,8.246e+03,5.126e+05
76.2,4.712e+05,1.961e+02,8.128e+03,4.795e+05
77.7,5.045e+05,2.391e+02,8.303e+03,5.130e+05
79.3,5.088e+05,2.644e+02,8.282e+03,5.173e+05
80.8,4.941e+05,3.002e+02,8.284e+03,5.027e+05
82.4,3.282e+05,2.634e+02,7.790e+03,3.362e+05
83.9,2.107e+05,2.165e+02,7.179e+03,2.181e+05
85.5,1.821e+05,1.914e+02,7.119e+03,1.894e+05
87.1,1.701e+05,1.735e+02,7.259e+03,1.775e+05
