freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.500e+02,7.843e+00,1.079e+01,3.686e+02
1.6,2.138e+02,4.197e+01,2.539e+01,2.812e+02
3.1,2.741e+01,4.502e+01,2.498e+01,9.742e+01
4.7,3.291e+02,3.954e+01,2.370e+01,3.924e+02
6.3,1.146e+03,4.663e+01,2.258e+01,1.215e+03
7.8,1.897e+03,3.825e+01,2.440e+01,1.960e+03
9.4,2.781e+03,4.090e+01,2.419e+01,2.846e+03
11.0,3.898e+03,4.345e+01,2.798e+01,3.970e+03
12.5,5.377e+03,3.883e+01,3.497e+01,5.451e+03
14.1,6.708e+03,3.858e+01,4.787e+01,6.794e+03
15.7,7.146e+03,4.366e+01,4.281e+01,7.233e+03
17.2,8.012e+03,4.316e+01,3.445e+01,8.090e+03
18.8,9.237e+03,3.972e+01,4.383e+01,9.321e+03
20.4,9.727e+03,4.012e+01,6.325e+01,9.830e+03
21.9,1.091e+04,4.081e+01,7.740e+01,1.103e+04
23.5,1.286e+04,4.558e+01,1.059e+02,1.301e+04
25.1,1.505e+04,5.007e+01,1.382e+02,1.524e+04
26.6,1.762e+04,5.210e+01,1.679e+02,1.784e+04
28.2,2.028e+04,5.304e+01,1.896e+02,2.052e+04
29.7,2.341e+04,5.596e+01,1.890e+02,2.366e+04
31.3,2.797e+04,5.869e+01,1.976e+02,2.823e+04
32.9,3.345e+04,5.925e+01,2.899e+02,3.380e+04
34.4,3.917e+04,6.512e+01,3.711e+02,3.960e+04
36.0,4.504e+04,8.177e+01,4.764e+02,4.559e+04
37.6,5.262e+04,9.773e+01,7.245e+02,5.345e+04
39.1,5.982e+04,1.105e+02,1.109e+03,6.104e+04
40.7,6.894e+04,1.469e+02,1.789e+03,7.088e+04
42.3,8.108e+04,1.954e+02,2.887e+03,8.416e+04
43.8,8.775e+04,2.243e+02,3.353e+03,9.133e+04
45.4,9.576e+04,2.436e+02,3.529e+03,9.953e+04
47.0,1.123e+05,2.419e+02,3.999e+03,1.166e+05
48.5,1.339e+05,2.357e+02,3.243e+03,1.374e+05
50.1,1.533e+05,2.765e+02,2.316e+03,1.559e+05
51.7,1.900e+05,3.460e+02,2.450e+03,1.928e+05
53.2,2.404e+05,3.905e+02,2.662e+03,2.435e+05
54.8,3.007e+05,4.202e+02,2.911e+03,3.041e+05
56.4,3.842e+05,4.659e+02,3.148e+03,3.878e+05
57.9,4.780e+05,5.509e+02,4.083e+03,4.826e+05
59.5,6.453e+05,8.239e+02,1.026e+04,6.563e+05
61.1,6.544e+05,9.287e+02,1.386e+04,6.692e+05
62.6,6.776e+05,8.737e+02,1.181e+04,6.903e+05
64.2,1.345e+06,1.930e+03,3.665e+04,1.384e+06
